1:[0.4444444444444444, 0.3333333333333333, 0.05555555555555555, 0.0, 0.16666666666666666]
2:[0.7142857142857143, 0.0, 0.07142857142857142, 0.0, 0.21428571428571427]
3:[0.8333333333333334, 0.08333333333333333, 0.08333333333333333, 0.0, 0.0]
4:[0.9090909090909091, 0.0, 0.09090909090909091, 0.0, 0.0]
5:[0.9090909090909091, 0.0, 0.09090909090909091, 0.0, 0.0]
6:[1.0, 0.0, 0.0, 0.0, 0.0]
7:[1.0, 0.0, 0.0, 0.0, 0.0]
8:[0.6666666666666666, 0.3333333333333333, 0.0, 0.0, 0.0]
9:[0.5882352941176471, 0.4117647058823529, 0.0, 0.0, 0.0]
10:[0.36363636363636365, 0.6363636363636364, 0.0, 0.0, 0.0]
11:[0.36363636363636365, 0.6363636363636364, 0.0, 0.0, 0.0]
12:[0.2222222222222222, 0.7777777777777778, 0.0, 0.0, 0.0]
13:[0.2222222222222222, 0.7777777777777778, 0.0, 0.0, 0.0]
14:[0.2222222222222222, 0.7777777777777778, 0.0, 0.0, 0.0]
15:[0.2222222222222222, 0.7777777777777778, 0.0, 0.0, 0.0]
16:[0.0, 1.0, 0.0, 0.0, 0.0]
17:[0.0, 1.0, 0.0, 0.0, 0.0]
18:[0.0, 1.0, 0.0, 0.0, 0.0]
19:[0.0, 1.0, 0.0, 0.0, 0.0]
20:[0.0, 1.0, 0.0, 0.0, 0.0]
21:[0.0, 1.0, 0.0, 0.0, 0.0]
22:[0.0, 1.0, 0.0, 0.0, 0.0]
23:[0.0, 1.0, 0.0, 0.0, 0.0]
24:[0.0, 0.8181818181818182, 0.18181818181818182, 0.0, 0.0]
25:[0.0, 0.8181818181818182, 0.18181818181818182, 0.0, 0.0]
26:[0.0, 0.8333333333333334, 0.16666666666666666, 0.0, 0.0]
27:[0.21428571428571427, 0.6428571428571429, 0.14285714285714285, 0.0, 0.0]
28:[0.25, 0.5833333333333334, 0.16666666666666666, 0.0, 0.0]
29:[0.26666666666666666, 0.6, 0.13333333333333333, 0.0, 0.0]
30:[0.3333333333333333, 0.5, 0.16666666666666666, 0.0, 0.0]
31:[0.38461538461538464, 0.46153846153846156, 0.15384615384615385, 0.0, 0.0]
32:[0.5294117647058824, 0.35294117647058826, 0.11764705882352941, 0.0, 0.0]
33:[0.5555555555555556, 0.3333333333333333, 0.1111111111111111, 0.0, 0.0]
34:[0.5555555555555556, 0.3333333333333333, 0.1111111111111111, 0.0, 0.0]
35:[0.5555555555555556, 0.3333333333333333, 0.1111111111111111, 0.0, 0.0]
36:[0.5555555555555556, 0.3333333333333333, 0.1111111111111111, 0.0, 0.0]
37:[0.7692307692307693, 0.07692307692307693, 0.15384615384615385, 0.0, 0.0]
38:[0.7692307692307693, 0.07692307692307693, 0.15384615384615385, 0.0, 0.0]
39:[0.7692307692307693, 0.07692307692307693, 0.15384615384615385, 0.0, 0.0]
40:[0.7692307692307693, 0.07692307692307693, 0.15384615384615385, 0.0, 0.0]
41:[0.9090909090909091, 0.09090909090909091, 0.0, 0.0, 0.0]
42:[0.8333333333333334, 0.16666666666666666, 0.0, 0.0, 0.0]
43:[0.625, 0.375, 0.0, 0.0, 0.0]
44:[0.5882352941176471, 0.4117647058823529, 0.0, 0.0, 0.0]
45:[0.5882352941176471, 0.4117647058823529, 0.0, 0.0, 0.0]
46:[0.4166666666666667, 0.5833333333333334, 0.0, 0.0, 0.0]
47:[0.35714285714285715, 0.6428571428571429, 0.0, 0.0, 0.0]
48:[0.35714285714285715, 0.6428571428571429, 0.0, 0.0, 0.0]
49:[0.25, 0.75, 0.0, 0.0, 0.0]
50:[0.23076923076923078, 0.7692307692307693, 0.0, 0.0, 0.0]
51:[0.23076923076923078, 0.7692307692307693, 0.0, 0.0, 0.0]
52:[0.23076923076923078, 0.7692307692307693, 0.0, 0.0, 0.0]
53:[0.23076923076923078, 0.7692307692307693, 0.0, 0.0, 0.0]
54:[0.23076923076923078, 0.7692307692307693, 0.0, 0.0, 0.0]
55:[0.23076923076923078, 0.7692307692307693, 0.0, 0.0, 0.0]
56:[0.09090909090909091, 0.9090909090909091, 0.0, 0.0, 0.0]
57:[0.09090909090909091, 0.9090909090909091, 0.0, 0.0, 0.0]
58:[0.0, 1.0, 0.0, 0.0, 0.0]
59:[0.0, 1.0, 0.0, 0.0, 0.0]
60:[0.0, 1.0, 0.0, 0.0, 0.0]
61:[0.0, 1.0, 0.0, 0.0, 0.0]
62:[0.0, 1.0, 0.0, 0.0, 0.0]
63:[0.0, 1.0, 0.0, 0.0, 0.0]
64:[0.0, 1.0, 0.0, 0.0, 0.0]
65:[0.0, 1.0, 0.0, 0.0, 0.0]
66:[0.0, 1.0, 0.0, 0.0, 0.0]
67:[0.0, 1.0, 0.0, 0.0, 0.0]
68:[0.0, 1.0, 0.0, 0.0, 0.0]
69:[0.0, 1.0, 0.0, 0.0, 0.0]
70:[0.0, 1.0, 0.0, 0.0, 0.0]
71:[0.0, 1.0, 0.0, 0.0, 0.0]
72:[0.0, 1.0, 0.0, 0.0, 0.0]
73:[0.0, 1.0, 0.0, 0.0, 0.0]
74:[0.0, 0.9, 0.1, 0.0, 0.0]
75:[0.0, 1.0, 0.0, 0.0, 0.0]
76:[0.2, 0.6666666666666666, 0.06666666666666667, 0.0, 0.06666666666666667]
77:[0.21428571428571427, 0.6428571428571429, 0.07142857142857142, 0.0, 0.07142857142857142]
78:[0.21428571428571427, 0.7142857142857143, 0.07142857142857142, 0.0, 0.0]
79:[0.23076923076923078, 0.6923076923076923, 0.07692307692307693, 0.0, 0.0]
80:[0.23076923076923078, 0.6923076923076923, 0.07692307692307693, 0.0, 0.0]
81:[0.23076923076923078, 0.6923076923076923, 0.07692307692307693, 0.0, 0.0]
82:[0.2857142857142857, 0.6428571428571429, 0.07142857142857142, 0.0, 0.0]
83:[0.2857142857142857, 0.6428571428571429, 0.07142857142857142, 0.0, 0.0]
84:[0.3076923076923077, 0.6153846153846154, 0.07692307692307693, 0.0, 0.0]
85:[0.3076923076923077, 0.6153846153846154, 0.07692307692307693, 0.0, 0.0]
86:[0.5263157894736842, 0.42105263157894735, 0.05263157894736842, 0.0, 0.0]
87:[0.5263157894736842, 0.42105263157894735, 0.05263157894736842, 0.0, 0.0]
88:[0.5555555555555556, 0.4444444444444444, 0.0, 0.0, 0.0]
89:[0.625, 0.3125, 0.0625, 0.0, 0.0]
90:[0.9090909090909091, 0.0, 0.09090909090909091, 0.0, 0.0]
91:[0.9090909090909091, 0.0, 0.09090909090909091, 0.0, 0.0]
92:[0.9090909090909091, 0.0, 0.09090909090909091, 0.0, 0.0]
93:[0.9090909090909091, 0.0, 0.09090909090909091, 0.0, 0.0]
94:[0.9090909090909091, 0.0, 0.09090909090909091, 0.0, 0.0]
95:[0.9090909090909091, 0.0, 0.09090909090909091, 0.0, 0.0]
96:[0.9090909090909091, 0.0, 0.09090909090909091, 0.0, 0.0]
97:[1.0, 0.0, 0.0, 0.0, 0.0]
98:[1.0, 0.0, 0.0, 0.0, 0.0]
99:[1.0, 0.0, 0.0, 0.0, 0.0]
100:[0.9090909090909091, 0.09090909090909091, 0.0, 0.0, 0.0]
