1	29.000000	14.170392	56.000000
2	29.000000	15.868207	52.000000
3	29.000000	16.751119	58.000000
4	29.000000	17.293544	57.000000
5	29.000000	16.984306	58.000000
6	29.000000	17.260745	58.000000
7	29.000000	16.862186	58.000000
8	29.000000	17.134760	58.000000
9	29.000000	16.579103	56.000000
10	29.000000	17.308957	58.000000
11	29.000000	16.062378	58.000000
12	29.000000	16.870092	56.000000
13	29.000000	16.913505	58.000000
14	29.000000	16.407315	56.000000
15	29.000000	15.773395	56.000000
16	29.000000	16.907592	58.000000
17	29.000000	14.726394	58.000000
18	29.000000	15.189909	54.000000
19	29.000000	13.822687	50.000000
20	29.000000	14.791890	54.000000
21	29.000000	14.933185	53.000000
22	29.000000	15.159156	56.000000
23	29.000000	15.552063	58.000000
24	29.000000	15.108497	56.000000
25	29.000000	16.393088	56.000000
26	29.000000	15.500538	56.000000
27	29.000000	14.308506	51.000000
28	29.000000	14.821156	48.000000
29	29.000000	11.009087	46.000000
30	29.000000	13.586758	50.000000
31	29.000000	12.307179	49.000000
32	29.000000	15.279616	57.000000
33	29.000000	15.429409	58.000000
34	29.000000	14.984436	54.000000
35	29.000000	15.914354	44.000000
36	29.000000	15.331884	58.000000
37	29.000000	15.678010	55.000000
38	29.000000	15.035514	54.000000
39	29.000000	16.453976	55.000000
40	29.000000	16.297239	56.000000
41	29.000000	15.446682	54.000000
42	29.000000	15.422927	51.000000
43	29.000000	16.045768	48.000000
44	29.000000	12.452577	51.000000
45	29.000000	16.180235	54.000000
46	29.000000	15.528468	53.000000
47	29.000000	13.849188	48.000000
48	29.000000	16.299284	56.000000
49	29.000000	12.953764	50.000000
50	29.000000	13.647955	55.000000
51	29.000000	13.839557	53.000000
52	29.000000	13.324164	51.000000
53	29.000000	14.509767	53.000000
54	29.000000	13.752576	51.000000
55	29.000000	11.439697	41.000000
56	29.000000	13.525285	54.000000
57	29.000000	15.077577	54.000000
58	29.000000	16.603213	56.000000
59	29.000000	13.051181	47.000000
60	29.000000	14.649232	54.000000
61	29.000000	15.849290	56.000000
62	29.000000	13.880442	53.000000
63	29.000000	14.498276	42.000000
64	29.000000	15.502688	53.000000
65	29.000000	12.946042	47.000000
66	29.000000	14.215016	54.000000
67	29.000000	14.153916	54.000000
68	29.000000	11.595976	48.000000
69	29.000000	14.541894	52.000000
70	29.000000	15.504838	53.000000
71	29.000000	15.726835	53.000000
72	29.000000	16.661332	52.000000
73	29.000000	15.956190	55.000000
74	29.000000	14.243127	55.000000
75	29.000000	14.403703	52.000000
76	29.000000	15.095253	49.000000
77	29.000000	13.145341	54.000000
78	29.000000	13.376596	51.000000
79	29.000000	13.584305	49.000000
80	29.000000	15.323185	54.000000
81	29.000000	14.908610	47.000000
82	29.000000	15.887102	46.000000
83	29.000000	15.838771	49.000000
84	29.000000	15.622633	56.000000
85	29.000000	15.733192	54.000000
86	29.000000	13.104707	50.000000
87	29.000000	14.685594	49.000000
88	29.000000	16.673332	58.000000
89	29.000000	16.346253	52.000000
90	29.000000	12.853015	45.000000
91	29.000000	14.475266	54.000000
92	29.000000	14.585381	55.000000
93	29.000000	13.701581	50.000000
94	29.000000	13.253930	51.000000
95	29.000000	12.173742	53.000000
96	29.000000	14.182148	56.000000
97	29.000000	16.047845	53.000000
98	29.000000	16.329932	57.000000
99	29.000000	15.494085	54.000000
100	29.000000	15.819819	56.000000
