1	3.950927
2	3.955106
3	4.040892
4	3.912328
5	3.858407
6	3.787121
7	3.683820
8	3.665574
9	3.598128
10	3.509547
11	3.486757
12	3.439982
13	3.332799
14	3.347630
15	3.268626
16	3.120267
17	3.126262
18	3.045679
19	3.061520
20	3.068677
21	3.315711
22	3.245399
23	3.105547
24	2.883211
25	2.732170
26	2.654413
27	2.640713
28	2.541302
29	2.511556
30	2.605377
31	2.587246
32	2.474172
33	2.495517
34	2.378749
35	2.193815
36	2.219489
37	2.226299
38	2.232118
39	2.552117
40	2.895570
41	2.955281
42	2.872054
43	2.789829
44	2.619875
45	2.504467
46	2.310717
47	2.265801
48	2.964182
49	2.835420
50	2.732862
51	2.715455
52	2.610607
53	2.495945
54	2.402665
55	2.251353
56	2.193831
57	1.990290
58	1.830983
59	1.644123
60	1.543598
61	1.850042
62	1.649192
63	1.721819
64	2.281569
65	2.271423
66	2.731042
67	2.512489
68	2.321165
69	2.387617
70	2.192752
71	2.047941
72	2.005579
73	1.733249
74	1.674590
75	1.803250
76	1.758358
77	2.381239
78	2.468098
79	2.298478
80	2.218980
81	2.395199
82	2.199262
83	2.007475
84	2.194598
85	2.483536
86	2.372553
87	2.340127
88	2.258082
89	2.104397
90	2.103953
91	2.555718
92	3.060045
93	3.274679
94	3.143472
95	3.133909
96	3.106249
97	3.059182
98	3.194581
99	3.257632
100	3.159224
