1:[0.0, 0.1875, 0.375, 0.1875, 0.25]
2:[0.125, 0.0, 0.375, 0.1875, 0.3125]
3:[0.2, 0.0, 0.05, 0.4, 0.35]
4:[0.3333333333333333, 0.16666666666666666, 0.0, 0.5, 0.0]
5:[0.3333333333333333, 0.16666666666666666, 0.0, 0.5, 0.0]
6:[0.4, 0.0, 0.0, 0.6, 0.0]
7:[0.4, 0.0, 0.0, 0.6, 0.0]
8:[0.4, 0.0, 0.0, 0.6, 0.0]
9:[0.5, 0.0, 0.0, 0.5, 0.0]
10:[0.4, 0.0, 0.0, 0.6, 0.0]
11:[0.4444444444444444, 0.0, 0.0, 0.16666666666666666, 0.3888888888888889]
12:[0.4444444444444444, 0.0, 0.0, 0.16666666666666666, 0.3888888888888889]
13:[0.4444444444444444, 0.0, 0.0, 0.16666666666666666, 0.3888888888888889]
14:[0.4444444444444444, 0.0, 0.0, 0.16666666666666666, 0.3888888888888889]
15:[0.47058823529411764, 0.0, 0.0, 0.17647058823529413, 0.35294117647058826]
16:[0.47058823529411764, 0.0, 0.0, 0.17647058823529413, 0.35294117647058826]
17:[0.47058823529411764, 0.0, 0.0, 0.17647058823529413, 0.35294117647058826]
18:[0.6666666666666666, 0.0, 0.0, 0.25, 0.08333333333333333]
19:[0.6666666666666666, 0.0, 0.0, 0.25, 0.08333333333333333]
20:[0.6666666666666666, 0.0, 0.0, 0.25, 0.08333333333333333]
21:[0.6666666666666666, 0.0, 0.0, 0.25, 0.08333333333333333]
22:[0.7272727272727273, 0.0, 0.0, 0.2727272727272727, 0.0]
23:[0.34782608695652173, 0.2608695652173913, 0.0, 0.391304347826087, 0.0]
24:[0.34782608695652173, 0.2608695652173913, 0.0, 0.391304347826087, 0.0]
25:[0.47058823529411764, 0.35294117647058826, 0.0, 0.17647058823529413, 0.0]
26:[0.5, 0.3125, 0.0, 0.1875, 0.0]
27:[0.38461538461538464, 0.38461538461538464, 0.0, 0.23076923076923078, 0.0]
28:[0.38461538461538464, 0.38461538461538464, 0.0, 0.23076923076923078, 0.0]
29:[0.38461538461538464, 0.38461538461538464, 0.0, 0.23076923076923078, 0.0]
30:[0.45454545454545453, 0.45454545454545453, 0.0, 0.09090909090909091, 0.0]
31:[0.45454545454545453, 0.45454545454545453, 0.0, 0.09090909090909091, 0.0]
32:[0.0, 0.8333333333333334, 0.0, 0.16666666666666666, 0.0]
33:[0.0, 0.8333333333333334, 0.0, 0.16666666666666666, 0.0]
34:[0.0, 0.8333333333333334, 0.0, 0.16666666666666666, 0.0]
35:[0.0, 0.8333333333333334, 0.0, 0.16666666666666666, 0.0]
36:[0.0, 0.8333333333333334, 0.0, 0.16666666666666666, 0.0]
37:[0.0, 0.8333333333333334, 0.0, 0.16666666666666666, 0.0]
38:[0.0, 0.8333333333333334, 0.0, 0.16666666666666666, 0.0]
39:[0.0, 0.8333333333333334, 0.0, 0.16666666666666666, 0.0]
40:[0.0, 0.8333333333333334, 0.0, 0.16666666666666666, 0.0]
41:[0.07692307692307693, 0.38461538461538464, 0.46153846153846156, 0.07692307692307693, 0.0]
42:[0.08333333333333333, 0.4166666666666667, 0.4166666666666667, 0.08333333333333333, 0.0]
43:[0.14285714285714285, 0.0, 0.8571428571428571, 0.0, 0.0]
44:[0.16666666666666666, 0.8333333333333334, 0.0, 0.0, 0.0]
45:[0.16666666666666666, 0.8333333333333334, 0.0, 0.0, 0.0]
46:[0.16666666666666666, 0.0, 0.8333333333333334, 0.0, 0.0]
47:[0.5, 0.0, 0.5, 0.0, 0.0]
48:[0.23076923076923078, 0.38461538461538464, 0.38461538461538464, 0.0, 0.0]
49:[0.375, 0.0, 0.625, 0.0, 0.0]
50:[0.125, 0.0, 0.625, 0.25, 0.0]
51:[0.3, 0.0, 0.5, 0.0, 0.2]
52:[0.3, 0.0, 0.5, 0.0, 0.2]
53:[0.375, 0.0, 0.625, 0.0, 0.0]
54:[0.375, 0.0, 0.625, 0.0, 0.0]
55:[0.375, 0.0, 0.625, 0.0, 0.0]
56:[0.375, 0.0, 0.625, 0.0, 0.0]
57:[0.375, 0.0, 0.625, 0.0, 0.0]
58:[0.375, 0.0, 0.625, 0.0, 0.0]
59:[0.375, 0.0, 0.625, 0.0, 0.0]
60:[0.375, 0.0, 0.625, 0.0, 0.0]
61:[0.375, 0.0, 0.625, 0.0, 0.0]
62:[0.375, 0.0, 0.625, 0.0, 0.0]
63:[0.375, 0.0, 0.625, 0.0, 0.0]
