1	25.35
2	25.7
3	27.15
4	28.25
5	29.1
6	29.6
7	30.4
8	31.3
9	31.7
10	32.35
11	32.85
12	33.05
13	33.6
14	33.85
15	34.2
16	34.45
17	35.05
18	35.3
19	35.6
20	35.85
21	35.9
22	36.1
23	36.35
24	36.7
25	36.45
26	36.8
27	36.8947368421
28	37.3157894737
29	37.2222222222
30	37.3888888889
31	37.6111111111
32	37.4705882353
33	37.4117647059
34	37.4705882353
35	37.1875
36	37.5
37	37.5
38	37.9285714286
39	37.5384615385
40	38.0
41	38.0769230769
42	37.7692307692
43	38.0833333333
44	38.1666666667
45	38.3333333333
46	38.2727272727
47	38.5454545455
48	38.4
49	38.7
50	38.5
51	38.75
52	38.7142857143
53	38.3333333333
54	38.6666666667
55	38.6
56	38.25
57	37.0
58	37.3333333333
59	37.0
60	37.0
61	37.3333333333
62	38.0
63	37.3333333333
64	37.6666666667
65	37.0
66	38.0
67	37.0
68	38.0
69	37.0
70	37.0
71	37.5
72	37.5
73	38.0
74	38.0
75	38.0
76	38.0
77	37.5
78	37.5
79	38.5
80	37.5
81	37.5
82	38.5
83	38.5
84	39.0
85	38.0
86	39.5
87	38.0
88	39.0
89	38.0
90	39.0
91	38.0
92	38.0
93	39.0
94	38.0
95	39.0
96	39.0
97	40.0
