1	25.6
2	26.75
3	27.8
4	28.75
5	29.35
6	30.35
7	30.7
8	31.1
9	31.95
10	32.35
11	33.05
12	33.55
13	34.35
14	34.55
15	35.05
16	35.2
17	35.55
18	35.95
19	36.3
20	36.45
21	36.4210526316
22	36.5789473684
23	36.8947368421
24	36.7777777778
25	37.0555555556
26	36.9444444444
27	37.2777777778
28	37.3888888889
29	37.5555555556
30	37.6666666667
31	37.8333333333
32	38.2777777778
33	38.0
34	38.0625
35	38.125
36	38.4
37	38.2857142857
38	38.1666666667
39	38.2727272727
40	38.2727272727
41	38.5
42	38.3333333333
43	38.1111111111
44	38.5
45	38.5
46	38.4285714286
47	38.1666666667
48	38.1666666667
49	38.0
50	38.5
51	38.4
52	38.6
53	38.8
54	38.75
55	38.3333333333
56	38.6666666667
57	38.0
58	38.5
59	38.5
60	38.0
61	38.5
62	38.5
63	39.5
64	39.0
65	38.0
66	38.0
67	39.0
68	38.0
69	39.0
70	38.0
71	39.0
72	39.0
73	39.0
74	39.0
75	39.0
76	40.0
