1	20.525000	2.819464	26.000000
2	21.075000	3.044565	28.000000
3	22.600000	2.745906	28.000000
4	23.325000	2.572815	28.000000
5	22.950000	2.719835	28.000000
6	23.325000	2.620949	29.000000
7	24.350000	2.903016	30.000000
8	23.700000	3.325658	30.000000
9	24.650000	3.745330	30.000000
10	24.225000	4.065018	30.000000
11	24.525000	3.449547	30.000000
12	23.800000	3.280244	31.000000
13	24.450000	3.434749	31.000000
14	24.325000	4.179638	32.000000
15	25.750000	3.222964	32.000000
16	26.125000	3.075610	33.000000
17	26.050000	3.727935	35.000000
18	25.350000	3.395217	33.000000
19	26.675000	3.423357	35.000000
20	25.950000	3.405510	32.000000
21	26.475000	3.114382	33.000000
22	26.800000	3.944617	34.000000
23	25.800000	3.508561	33.000000
24	26.275000	3.708015	32.000000
25	26.200000	3.355592	32.000000
26	25.500000	3.405877	32.000000
27	26.300000	3.155947	31.000000
28	25.850000	3.094754	33.000000
29	26.450000	3.081801	32.000000
30	25.900000	3.462658	33.000000
31	25.100000	3.505710	31.000000
32	24.950000	3.827205	32.000000
33	24.125000	4.057016	32.000000
34	25.500000	3.708099	32.000000
35	24.800000	3.340659	31.000000
36	24.200000	3.668787	31.000000
37	25.075000	2.994891	33.000000
38	25.400000	3.080584	33.000000
39	24.750000	3.269174	30.000000
40	25.075000	2.918797	31.000000
41	24.725000	2.302037	29.000000
42	24.825000	2.616176	30.000000
43	24.775000	3.118393	31.000000
44	25.625000	2.825664	31.000000
45	24.625000	3.851542	31.000000
46	24.550000	3.673894	31.000000
47	25.200000	2.984962	31.000000
48	24.275000	3.286240	32.000000
49	23.750000	4.163832	31.000000
50	23.850000	4.059249	32.000000
51	24.100000	3.223352	32.000000
52	23.875000	3.257204	29.000000
53	25.275000	3.255668	31.000000
54	25.350000	3.350746	31.000000
55	25.700000	2.993326	32.000000
56	25.350000	3.358199	32.000000
57	25.000000	3.209361	30.000000
58	25.425000	2.800781	30.000000
59	24.600000	2.576820	31.000000
60	24.200000	2.170253	28.000000
61	24.275000	2.559175	30.000000
62	22.475000	3.827450	32.000000
63	23.625000	3.870966	31.000000
64	23.325000	3.790696	31.000000
65	23.150000	3.328288	28.000000
66	21.400000	3.023243	27.000000
67	21.975000	2.815027	27.000000
68	23.575000	2.396743	28.000000
69	23.075000	2.769364	28.000000
70	22.975000	3.697888	31.000000
71	22.100000	4.223742	32.000000
72	23.375000	4.240799	32.000000
73	24.975000	3.290042	33.000000
74	25.250000	4.060480	34.000000
75	25.700000	3.318132	32.000000
76	25.975000	2.841544	31.000000
77	26.250000	3.624569	31.000000
78	25.800000	3.593049	32.000000
79	25.400000	3.604164	31.000000
80	26.000000	2.397916	31.000000
81	24.850000	3.290517	32.000000
82	26.050000	2.897844	31.000000
83	25.300000	3.558089	32.000000
84	25.100000	3.806573	31.000000
85	25.525000	3.420435	32.000000
86	26.700000	3.034798	31.000000
87	27.475000	2.323656	32.000000
88	27.275000	2.345075	32.000000
89	26.950000	2.845611	31.000000
90	26.575000	2.700810	31.000000
91	23.725000	2.819464	30.000000
92	25.000000	3.016621	31.000000
93	25.725000	2.940982	31.000000
94	24.825000	2.417514	30.000000
95	23.600000	3.231099	30.000000
96	22.975000	3.174016	29.000000
97	23.475000	3.224806	29.000000
98	22.925000	3.052765	31.000000
99	23.250000	3.533766	31.000000
100	24.100000	3.160696	30.000000
