1	25.8
2	26.85
3	27.75
4	29.1
5	29.65
6	30.25
7	31.05
8	31.7
9	32.65
10	33.15
11	33.35
12	33.95
13	34.25
14	34.6
15	35.0
16	35.15
17	35.7
18	36.0
19	36.2
20	36.5
21	36.65
22	36.95
23	37.1
24	37.05
25	37.15
26	37.45
27	37.4210526316
28	37.6842105263
29	37.7894736842
30	38.1052631579
31	38.2222222222
32	38.0
33	38.2307692308
34	38.1666666667
35	38.0833333333
36	38.4166666667
37	38.1818181818
38	38.5454545455
39	38.5
40	38.7777777778
41	38.5
42	38.5
43	38.6666666667
44	38.0
45	38.2
46	38.0
47	38.5
48	38.0
49	37.6666666667
50	38.6666666667
51	39.0
52	38.5
53	39.5
54	38.0
55	38.0
56	39.0
57	40.0
