1	2.977778
2	3.008501
3	2.880765
4	2.790765
5	2.795497
6	2.784611
7	2.767089
8	2.731088
9	2.742068
10	2.662218
11	2.549418
12	2.450044
13	2.379318
14	2.202212
15	1.949502
16	1.677156
17	1.728378
18	1.616907
19	1.427159
20	1.150790
21	1.313854
22	1.795227
23	2.013231
24	1.994555
25	1.796110
26	1.596743
27	1.568152
28	1.186777
29	1.043929
30	1.174523
31	1.637077
32	2.070443
33	1.989960
34	1.762246
35	1.544693
36	1.358348
37	1.260191
38	1.154080
39	1.043634
40	1.072516
41	1.077440
42	1.094414
43	1.145006
44	1.307627
45	1.462073
46	1.507960
47	1.565444
48	1.523205
49	1.327655
50	1.154944
51	1.681209
52	1.722183
53	1.601324
54	1.385248
55	1.055253
56	1.262026
57	1.126047
58	1.141976
59	1.122576
60	1.104439
61	1.087909
62	1.159598
63	1.818252
64	1.618649
65	1.600911
66	1.569545
67	1.666977
68	1.631607
69	1.576029
70	1.451756
71	1.103481
72	1.098931
73	1.228667
74	1.608082
75	1.886143
76	2.454826
77	2.444063
78	2.247435
79	2.008630
80	1.897725
81	1.612474
82	1.384652
83	1.103193
84	1.092764
85	1.160247
86	1.233239
87	1.470224
88	1.964662
89	2.108466
90	2.120942
91	2.379642
92	2.135855
93	1.937067
94	1.711424
95	1.441037
96	1.229102
97	1.102880
98	1.198650
99	1.527864
100	1.964248
101	1.820726
102	1.638652
103	1.650692
104	1.934180
105	1.746384
106	1.617651
107	1.544023
108	1.443574
109	1.124144
110	1.035817
111	1.077490
112	1.079988
113	1.027584
114	1.023629
115	1.033727
116	0.998009
117	1.057858
118	1.639167
119	1.851547
120	1.583045
121	1.472507
122	1.141668
123	0.989754
124	1.288832
125	1.385752
126	2.044699
127	2.218252
128	2.144810
129	1.919634
130	1.736406
131	1.518255
132	1.099722
133	1.065762
134	1.201737
135	1.617309
136	1.562237
137	1.991430
138	2.477586
139	2.367728
140	2.277023
141	2.137407
142	1.887145
143	1.776137
144	2.011618
145	1.787068
146	1.931498
147	1.672797
148	1.491517
149	1.013388
150	1.105359
151	1.170933
152	1.086337
153	1.335383
154	1.954855
155	1.957553
156	1.734406
157	1.629264
158	1.530706
159	1.271684
160	1.269354
161	1.643852
162	1.529057
163	1.485913
164	1.416994
165	1.530600
166	1.782864
167	1.804441
168	1.992260
169	1.946856
170	2.046857
171	1.713977
172	1.814362
173	2.234069
174	1.997981
175	1.607592
176	1.514470
177	1.172208
178	1.050025
179	1.161409
180	1.115883
181	1.365888
182	1.474355
183	1.363579
184	1.429853
185	1.080866
186	1.424934
187	1.754618
188	1.810269
189	1.852264
190	1.718304
191	1.610412
192	1.557660
193	1.241743
194	1.084018
195	1.003030
196	1.082641
197	1.465577
198	1.810850
199	2.167343
200	2.124327
