1	3.997838
2	4.000830
3	3.912925
4	3.844555
5	3.812465
6	3.830285
7	3.810575
8	3.790487
9	3.743552
10	3.653267
11	3.622274
12	3.565009
13	3.449846
14	3.392996
15	3.381678
16	3.337168
17	3.259634
18	3.258457
19	3.187789
20	3.075921
21	2.970379
22	2.872517
23	2.711119
24	2.480069
25	2.292377
26	2.215305
27	2.024594
28	1.957483
29	1.898056
30	1.626631
31	1.381394
32	1.532476
33	1.860158
34	2.358904
35	2.267028
36	2.043332
37	2.030503
38	1.971975
39	1.981077
40	2.058040
41	1.986543
42	1.965436
43	1.821980
44	1.820196
45	1.651203
46	1.552203
47	1.588702
48	1.708548
49	1.719949
50	1.811182
51	2.566408
52	2.546112
53	2.593313
54	2.444023
55	2.277944
56	2.082515
57	2.010315
58	2.058746
59	2.331205
60	2.486753
61	2.296717
62	2.338529
63	2.402254
64	2.221530
65	1.978784
66	1.848788
67	1.707071
68	1.783007
69	1.701318
70	1.731708
71	1.751463
72	2.138720
73	2.307634
74	2.189972
75	2.087935
76	1.859153
77	1.873323
78	2.301911
79	2.413068
80	2.371645
81	2.328371
82	2.384477
83	2.188131
84	2.007067
85	1.758047
86	1.974186
87	2.440412
88	2.604008
89	2.631176
90	2.511447
91	2.523256
92	2.251451
93	2.109952
94	2.022439
95	2.071459
96	2.035453
97	1.747678
98	1.793728
99	2.186264
100	2.330916
